doc_id,entity_text,entity_label
2434,Satisfeito,MISC
2435,Entrega,LOC
2435,Americanas,LOC
2436,Entrega,LOC
2437,Previsto,PER
2438,Indico,PER
2438,Americanas,LOC
2440,Entrega,LOC
2440,Comprei,PER
2441,Gazin,PER
2446,Falta,MISC
2446,DIRECT HITA,PER
2447,Meu,ORG
2448,Mercadoria,LOC
2449,Comprei,LOC
2449,Coenzima,LOC
2450,Kit,PER
2451,Comprei,LOC
2451,Nao,MISC
2453,Super,MISC
2456,Word,MISC
2456,Google Chrome,MISC
2458,Entrega,LOC
2458,Rastreamento,LOC
2458,Comprei,LOC
2460,whey gold adaptogen,PER
2460,whey,PER
2461,Entrega,LOC
2461,Salvador,LOC
2462,Encomendei,PER
2463,Vocês,LOC
2464,Americanas.com!,ORG
2465,Efetuada!,MISC
2465,Americanas,PER
2466,Entrega não Realizada,MISC
2466,Americanas,LOC
2467,Comprei,PER
2470,Recomendo,LOC
2471,Kits,PER
2473,Entrega,LOC
2474,Esperei,PER
2478,Encomenda,LOC
2478,Americanas,LOC
2479,Nuevo Recreo2,LOC
2479,Recomendo!!,MISC
2480,Parabéns,PER
2486,Recomendo!,MISC
2488,Americanas,LOC
2489,Amei,PER
2490,Mato Grosso,LOC
2490,Comecei,PER
2491,Comprei,LOC
2491,LGA Informática,MISC
2491,Americanas,LOC
2493,Americanas,LOC
2494,Entregaram,MISC
2494,Americanas,LOC
2494,Reclame Aqui,LOC
2494,Americanas,LOC
2494,Acho,PER
2495,Prazo,MISC
2495,Gostei do Produto,LOC
2496,Entrga,LOC
2500,Patinete!,ORG
2502,Cadense,LOC
2503,Erro,PER
2504,Escada,LOC
2505,Escolha Fina,LOC
2505,Escolha Fina,MISC
2505,Americanas,LOC
2505,Americanas,LOC
2507,Escorregadio,PER
2507,Bebe,PER
2508,Escova,PER
2508,Perfeita,PER
2508,muitoooo,PER
2509,Escova Sanitária,LOC
2509,Suporte em Aço Inox- Home&Garden,MISC
2509,Gostei,LOC
2509,internet...,MISC
2510,Escova Secadora Mondial,LOC
2510,Escova Secadora,LOC
2510,Recomendo!,MISC
2513,Especificações,MISC
2515,Ultra,LOC
2516,Podeira,PER
2517,Aparência Boa,PER
2518,Acho,PER
2528,Comprei,PER
2532,Comprei,PER
2532,Asus,PER
2534,Espetacular,LOC
2535,Espetacular,LOC
2535,Vocês,LOC
2536,Espetacular!,MISC
2536,Americanas.com,ORG
2536,Super,MISC
2537,Espetáculo,PER
2540,Paraguai,LOC
2543,Gostei,LOC
2543,Aguardo,LOC
2546,Madeira Madeira,LOC
2547,Tenho,LOC
2547,bluetooth,MISC
2548,Parlux ?,MISC
2548,Parlux,PER
2549,Estado,LOC
2549,Americanas.com,ORG
2552,Copaíba,LOC
2556,Compro,PER
2558,Estelionatário,LOC
2559,Gostei,PER
2560,Alguém,LOC
2562,Decepção!!!,MISC
2565,Propaganda,LOC
2568,led,ORG
2572,x2.80,LOC
2572,Americana,LOC
2572,Atelier Cycera,LOC
2575,Comprarei,PER
2576,Smart TV Led,PER
2576,Sony,ORG
2576,Valeu,LOC
2579,Prática,MISC
2579,Fácil,PER
2581,Tenho,PER
2581,.............................................................................................................................................................................................................................................................................................,PER
2585,lanterna,PER
2588,Caraca,LOC
2588,Americanas,LOC
2588,Lojas Americanas,LOC
2588,Americanas,LOC
2588,Hamy,PER
2601,Nao,MISC
2601,Mandei,LOC
2605,Samsung,ORG
2606,Recebi!,MISC
2608,Amanhã,PER
2608,Procon,MISC
2610,ABNT2,MISC
2611,One S 500GB,MISC
2611,Destravado,PER
2612,Celular,MISC
2613,tds,ORG
2615,Ótimo,PER
2617,Fácil,PER
2618,Excelencia !!!,MISC
2619,Pneu,LOC
2619,Camionetas,LOC
2620,Espetacular,LOC
2622,Desing,PER
2627,Estão,LOC
2629,Adorei,PER
2629,Menu,PER
2630,Adorei,PER
2631,Adorei,PER
2632,Adoro,PER
2632,Americanas!,MISC
2633,Amei,PER
2634,Amei,PER
2635,Gostei!!,MISC
2637,Baike,MISC
2637,Linda,PER
2638,Voces,PER
2639,Celular,LOC
2639,Bom,LOC
2640,Comecei,PER
2642,Custo Beneficio,PER
2643,Recomendo!,MISC
2644,Irei,PER
2648,Super,MISC
2648,Vale,LOC
2650,Exce,PER
2650,Exce,PER
2650,Exce,PER
2650,Exce,PER
2650,Exce,PER
2650,Exce,PER
2650,Exce,PER
2651,Americanas,LOC
2654,Todos,PER
2654,Barato,PER
2655,Samsung,ORG
2657,Optei,LOC
2658,Prático,ORG
2658,Fácil,PER
2658,Design,PER
2659,Gostei,LOC
2660,Gostei,LOC
2661,Tenho,PER
2661,Americanas,LOC
2662,Recomendo,LOC
2663,Comprei,LOC
2663,Adorei,PER
2665,Classico,PER
2666,Excelente Livro,MISC
2668,Mochila,LOC
2674,Recomendo!,MISC
2678,Boa Qualidade,LOC
2679,Eu recomendo,MISC
2680,Ótimo,LOC
2685,Americanas,LOC
2685,Americanas,LOC
2685,Parabéns,PER
2686,Obrigado Americanas,LOC
2690,Polo,PER
2690,Valeu,LOC
2692,Prdouto,LOC
2693,Excelente Produto,LOC
2693,Super,MISC
2693,Netflix,PER
2694,Excelente Produto,LOC
2695,Excelente Produto,LOC
2696,Excelente Produto,LOC
2697,Excelente Produto,LOC
2697,led,ORG
2697,Home,ORG
2700,Excelente Produto,LOC
2711,Super,MISC
2713,Recomendo,LOC
2716,“canetinh,MISC
2717,Imprimi,MISC
2718,Produto!,MISC
2718,Smartphone bacana,ORG
2719,Prático,ORG
2720,Marcenaria,LOC
2722,Recebido,PER
2723,Bayer,LOC
2725,Jojo Moyes,PER
2727,Excelente Smartphone,LOC
2727,Ótimo,LOC
2727,Smartphone,PER
2728,Super,MISC
2729,Super,MISC
2730,Super,MISC
2730,Facitita,LOC
2731,Supriu,PER
2732,Rodoviária,LOC
2732,Americanas,LOC
2733,Teclado!,MISC
2737,Umidificador,LOC
2737,OBS,ORG
2739,usb,MISC
2739,PuBG,MISC
2741,Asus,MISC
2744,Ameiiii,PER
2744,Americanas,LOC
2746,aro vermelho,ORG
2746,Super,MISC
2747,Super,MISC
2747,Americanas,LOC
2750,Compra,LOC
2751,Barbeador Philips Aqua Touch Plus,PER
2753,Android,MISC
2753,NFC,ORG
2753,Americanas,LOC
2755,Americanas,LOC
2756,Instalei,MISC
2757,Pet Lopes,ORG
2757,Rapidez Mas,MISC
2758,Gostei,LOC
2759,Vale,LOC
2762,RECOMENDO,MISC
2763,Amei,PER
2763,Recomendo!,MISC
2764,Americanas,PER
2765,Elizabeth II,PER
2765,Londres,LOC
2766,Recomendo!,MISC
2767,Benefício,PER
2778,Recomendo!!,MISC
2779,Gostei,PER
2788,acessa netflix meus,PER
2789,SuperIndico,MISC
2789,LojasAmericanas,MISC
2789,FicaaDica,MISC
2790,Adorei,PER
2791,Ameeeeiiii,LOC
2791,Moto G5s,LOC
2791,Super,MISC
2792,Amei,PER
2792,Super,MISC
2796,Compra,LOC
2799,Pude,PER
2803,Recomendo,LOC
2805,Fantástico,PER
2806,Fácil,PER
2807,Gostei,LOC
2808,Gostei,LOC
2809,Gostei,LOC
2810,Samsung,ORG
2810,smart tbm,PER
2818,Super,MISC
2819,J7 premium,MISC
2821,Recomendo,ORG
2823,Recomento!!,MISC
2828,Famtech,LOC
2828,Super,MISC
2833,Sim,PER
2835,PS4,MISC
2836,Vale,LOC
2837,Valeu,LOC
2837,Americanas,LOC
2843,Ótimo,LOC
2844,Gostei,LOC
2845,Super,MISC
2845,Gerais,LOC
2846,Armário,PER
2846,Acabei,PER
2848,Comprei,LOC
2849,Comprei,LOC
2850,Recomendo!,MISC
2850,Super,MISC
2853,Gostei,LOC
2854,Limpa,LOC
2855,!!!,MISC
2856,Super,MISC
2859,Pesquisei,PER
2862,Parabéns americanas.com Irei,PER
2865,Super indico!!,MISC
2867,Recomendo!,MISC
2868,Recomendo,LOC
2869,Recomendo !,MISC
2870,Livros,LOC
2872,Gostei,LOC
2872,Parabéns,LOC
2874,SmartTV,MISC
2875,Recomendo,ORG
2879,Smartphone,PER
2881,Satisfeita,ORG
2884,Indico,PER
2885,Super,MISC
2886,Ótimo,LOC
2887,Ótimo,LOC
2888,Ótimo,PER
2889,Ótimo,LOC
2889,Vale,LOC
2890,Recomendo!,MISC
2891,TOP DEMAIS!,MISC
2891,MAQUINA,MISC
2893,Comprei,LOC
2894,Liquidificador,PER
2895,Recomendo!!,MISC
2895,Americanas!!,MISC
2896,Bosch,ORG
2897,Jogo,ORG
2897,MUUUUUUIIITO,MISC
2898,Feiticeira,PER
2898,Recomendo!,MISC
2899,Entrega,LOC
2900,Amei,PER
2901,Recomendo!,MISC
2901,Para-barro,LOC
2902,Vale,LOC
2902,Motorola,ORG
2902,Parabéns,PER
2903,Valeu,LOC
2905,Recomendo,LOC
2913,Americanas,LOC
2913,Pedi,PER
2914,ameiii!!,MISC
2915,Adorei,PER
2915,Super,MISC
2915,Indico,PER
2916,PARABÉNS,ORG
2918,Funciona,PER
2920,Parabéns,LOC
2920,Lojas Americanas,PER
2921,Fácil,PER
2921,isofix,PER
2921,Indico,PER
2922,Adorei,PER
2923,super clean!,MISC
2924,Comprei,LOC
2926,Recomendo!,MISC
2927,Brasil,LOC
2929,Exelente!!!!,MISC
2930,Parabéns,PER
2931,Experiência,LOC
2931,Gostaria de trocar,MISC
2932,Expessura,LOC
2934,Extremamente Decepcionado,MISC
2934,Americanas,LOC
2935,Indico,PER
2936,FALTA DE PEÇAS,MISC
2936,DECEPCIONADO,ORG
2936,LOJAS AMERICANAS,MISC
2936,FABRICADO,ORG
2936,E CAPELLARI IND,MISC
2936,ARTEFATOS,MISC
2936,MDF LTDA,MISC
2936,QUAL ME SURPRESA,MISC
2936,INDIGNAÇÃO QUANDO,MISC
2936,FINAL DA MONTAGEM,MISC
2936,NÃO ENCONTREI,MISC
2936,PÁS DO ROTOR PRINCIPAL,MISC
2936,ITEM,ORG
2936,ESQUEMA DE MONTAGEM,MISC
2936,NETO,ORG
2936,TRISTE,ORG
2936,O BRINQUEDO INCOMPLETO,MISC
2936,EXEMPLO,ORG
2936,BRINQUEDO,ORG
2936,DEFEITO,MISC
2936,SENDO,MISC
2936,AS MEDIDAS CABIVEIS,MISC
2936,INCOMPLETO,ORG
2937,FALTA DE RESPEITO,MISC
2937,Extrema,LOC
2937,AMERICANAS,MISC
2937,VOCÊS NUNCA,MISC
2937,MUITO OBRIGADO POR ESTRAGAR,MISC
2937,TODOS,MISC
2938,FALTANDO PEÇAS,MISC
2939,FALTOU,ORG
2939,PRODUTO,ORG
2940,FEITA,ORG
2940,ELEMENTOS,MISC
2941,GELA BEM,MISC
2941,FÁCIL INSTALAÇÃO,ORG
2941,MIM,MISC
2941,ESTÁ APROVADO,MISC
2942,FIQUEI DECEPCIONADA,MISC
2942,O SEGUNDO TABLET,MISC
2942,DESTA MARCAR,MISC
2942,VOU PRECISAR TROCAR,MISC
2942,NÃO TEM UM,ORG
2943,FIXAÇÃO,MISC
2943,ACHEI,MISC
2943,FIXAÇÃO MEIO FRACA,LOC
2943,NÃO É UM PERFUME,ORG
2943,FIXA,ORG
2943,PELE,ORG
2943,COMPREI,MISC
2943,SER DE HOMEN,MISC
2943,ACHEI ATÉ,MISC
2943,MAIS FORTE,MISC
2943,NÃO,ORG
2944,FONE DE OUVIDO SONY,MISC
2945,FORNECEDOR,ORG
2945,Liguei,LOC
2945,Liguei,LOC
2945,ME LIGOU,PER
2945,NINGUEM MANDOU E-MAIL.NADA,MISC
2945,ABSOLUTAMENTE NADA!AGORA TENHO,PER
2945,INAUGURAÇÃO,MISC
2945,RECOMENDO,MISC
2945,FORNECEDOR!AGORA,PER
2945,CARTAO,ORG
2946,FOTO,MISC
2946,PRODUTO ERRADA,MISC
2946,FOTO,MISC
2946,PAR DO KIT DA SUSPENSAO,MISC
2946,Comprei,PER
2946,Desanimardorrrrrr,PER
2947,O TAMANHO DELE RACO DEMAIS,MISC
2947,O TAMANHO DELE FRACO,MISC
2947,O TAMANHO DELE FRACO,MISC
2947,O TAMANHO DELE,MISC
2948,FRACO,ORG
2949,FRAGIL,MISC
2949,MUITO FRAGIL,MISC
2949,PRIMEIRA USADA,MISC
2949,CABO MUITO CURTO,MISC
2950,FRAUDE,ORG
2951,FRETE ABUSIVO,MISC
2951,SENDO,ORG
2951,DEPOSITO FICA A MENOS,MISC
2951,RESIDENCIA!!,MISC
2952,FRETE DE OUTRO PLANETA,MISC
2953,FRETE,LOC
2953,Americanas,LOC
2954,FRÁGIL,LOC
2955,Adquiri,PER
2955,Lojas Americanas,LOC
2955,Americanas,LOC
2955,Lojas Americanas,PER
2956,Facil,PER
2957,Falam,LOC
2960,Comprei,LOC
2962,Falsificação !,MISC
2962,Falsificação,LOC
2963,Falso,PER
2964,Falso,PER
2965,Deixei,PER
2969,Realizei,PER
2969,Google Chromecast,MISC
2969,Chromecast,MISC
2969,NetFlix,MISC
2969,NetFlix,MISC
2969,Youtube,MISC
2971,veioum,PER
2971,PÉSSIMO,ORG
2971,JLMIX,ORG
2972,Comprei,LOC
2973,Favor,PER
2975,Manual,PER
2975,Câmera,PER
2975,wifi,PER
2976,Comprei,PER
2976,Comprei,PER
2976,Acho,PER
2976,Prá,PER
2978,ARNO,ORG
2978,ARNO,ORG
2978,Campinas,LOC
2978,Att,ORG
2978,Hans Schaefer,PER
2979,Fire,MISC
2981,Natal,MISC
2981,Natal,LOC
2981,Américanas,LOC
2981,Cuba,LOC
2981,MITRO,ORG
2981,Americanas,LOC
2983,Comprei,LOC
2984,Abri,PER
2985,P...,MISC
2987,Olá,PER
2987,Americanas,LOC
2989,moro,PER
2989,Nas Casas Bahia,MISC
2991,Americanas.com,ORG
2995,Parafusos,LOC
2997,Entreguei,PER
2997,Aguardo,LOC
2999,Rack,LOC
3000,Falto,LOC
3003,Bonito Porem,MISC
3004,USB,MISC
3004,USB,MISC
3007,Fantastico,LOC
3008,Fantástico Produto!,PER
3008,Encaixou,PER
3009,Fantástico,MISC
3010,Fantástisco,LOC
3011,Faqueiro,LOC
3011,Comprei,PER
3012,Preteri,PER
3012,Americanas,LOC
3014,...........................................................................,LOC
3015,Windows,MISC
3015,Linux,MISC
3015,Aceita USB,PER
3019,Felicidade,LOC
3019,Obgda,PER
3020,Vapor,LOC
3020,Ferro a Vapor,MISC
3020,Abraços,LOC
3021,Ficha Tecnica?,MISC
3022,Fichário,LOC
3022,Adorei,PER
3024,CTT,ORG
3024,Sac,ORG
3026,Figurinhas,LOC
3026,Comprei,LOC
3027,Filtro,LOC
3029,Fiori Primula Plus,PER
3029,Fiori Primula Plus,PER
3031,Lindo,MISC
3031,Ameiii!!!!,MISC
3031,PARABENIZAR,MISC
3031,Brastemp,LOC
3031,Linnduu,LOC
3031,Muito Potente,LOC
3031,Linnda!RECOMENDADISSIMO!!,MISC
3032,Arno Faciclic,ORG
3032,Arno Faciclic,PER
3035,Mto,PER
3038,Fiz,PER
3038,Americanas.com,ORG
3038,Directlog,PER
3040,Fogão,LOC
3040,Gostei,LOC
3041,Fogão,LOC
3042,Fogão,LOC
3042,Fogão,LOC
3043,Solicitado Cancelamento,MISC
3043,Akitalá,MISC
3043,Lojas Americanas,LOC
3048,Parabéns,MISC
3049,Gostei,PER
3050,Folhas,LOC
3051,Fone bluetooth knupp,PER
3053,Fone,PER
3054,Fone,PER
3054,Ótimo,PER
3060,Foto,PER
3060,usb,MISC
3062,Foto,PER
3062,bonito,LOC
3062,Resumo,PER
3062,Sugiro,LOC
3062,Americanas,LOC
3063,Horrível,MISC
3064,Fraca,LOC
3065,Fracasso,LOC
3066,Consul,LOC
3067,Fraco,LOC
3068,Fraco,LOC
3069,barraca,LOC
3070,Fraco,LOC
3070,Mdp,LOC
3071,Fraco,LOC
3072,Fraco,LOC
3072,PARABÉNS,ORG
3073,Fragil,PER
3074,Fragil,PER
3075,Fragil,PER
3075,Nao,MISC
3076,Frete,LOC
3076,Frete,MISC
3077,Frete Mentiroso,MISC
3077,Escolhi,LOC
3077,ELETRO MIX,ORG
3078,Frete,LOC
3080,Frete,LOC
3080,Frete,LOC
3081,Frete,LOC
3082,Frete,LOC
3082,Frete,MISC
3083,Frete,LOC
3084,Frete,LOC
3085,bad,MISC
3086,Frustrada!!,MISC
3088,Frustração!!,MISC
3089,Frágil,LOC
3089,Terei,PER
3090,Frágil,LOC
3091,Frágil,PER
3092,Frágil,LOC
3093,Frágil,LOC
3094,Frágil,PER
3095,Frágil,PER
3095,Frete,LOC
3096,Frágil,LOC
3096,Prefiro,PER
3097,Fui Lesado,PER
3097,comprei,LOC
3097,PROCON,ORG
3098,Fui,PER
3098,Comprei,PER
3099,Fui,PER
3099,magi parts,PER
3099,americana,LOC
3100,Fui,PER
3101,Fui,PER
3102,Fuja,LOC
3102,Comprei,LOC
3102,whats,PER
3102,PENA COMPRAR !,ORG
3102,FUJAM DESSA PORCARIA !!!!!,MISC
3103,Fumaça,LOC
3104,Funciona Corretamente,PER
3104,Rapida Deixa,PER
3105,Câmera,PER
3108,APPs,ORG
3108,Auto,PER
3108,Bateria,PER
3108,Display,MISC
3108,Bateria removível,MISC
3111,Funcionalidade,LOC
3111,Nao,MISC
3112,Claro,ORG
3114,Produto de começo,LOC
3114,Demora,PER
3115,Funcionou,PER
3117,Furada!,MISC
3117,Natal,MISC
3117,Lojas Americanas,LOC
3117,UZ GAMES,ORG
3118,Comprei,PER
3119,FÁCIL,ORG
3119,PRÁTICO,ORG
3120,Fácil,PER
3121,Fácil,PER
3122,Fácil,PER
3122,Adorei,PER
3123,Asus,PER
3123,Motorola,ORG
3123,Asus,PER
3123,Lenovo,ORG
3123,Motorola,ORG
3124,GARANTIA DO PRODUTO,ORG
3125,GELADEIRA,ORG
3125,FEITA,ORG
3125,ENTREGA,ORG
3125,A GELADEIRA VEIO,MISC
3125,LADO LATERAL ...,MISC
3125,PROBLEMA,ORG
3125,TROCA,MISC
3125,PARA REALIZAR,MISC
3125,GELADEIRA,ORG
3126,GLP?,MISC
3126,GN?,MISC
3127,SABER,MISC
3127,pf Webfones,ORG
3128,GOSTEI BASTANTE,PER
3128,PRATICO,ORG
3128,RECOMENDO,ORG
3128,MUITO FACIL,MISC
3128,PRÁTICO,ORG
3128,SAUDAVEL POIS NAO,ORG
3128,P UNTAR,ORG
3129,GOSTEI,ORG
3129,CORRESPONDEU,ORG
3129,A EXPECTATIVA,MISC
3129,MUITO BOM,MISC
3129,CÂMERA TEM,ORG
3129,RESOLUÇÃO,ORG
3130,GOSTEI,ORG
3130,ENTREGA,ORG
3130,ENTREGA,ORG
3130,O JOGO,MISC
3130,E BOM PRA JOGAR,MISC
3130,UM AMIGO,PER
3130,PRA JOGAR SOZINHO,MISC
3130,GAME PLAY ACABA ENJOANDO,MISC
3130,PARABÉNS AMERICANAS,MISC
3130,ÓTIMO,PER
3130,PRODUTO,ORG
3130,ÓTIMA ENTREGA,ORG
3131,GOSTEI,ORG
3131,RECOMENDO,ORG
3131,GOSTEI,ORG
3131,RECOMENDO,ORG
3131,PRODUTO ENTREGUE,MISC
3131,COMBINADO,MISC
3131,SOU CLIENTE DAS AMERICANAS,MISC
3131,TIVE PROBLEMAS,MISC
3132,GOSTEI MAIS,MISC
3132,OU MENOS,MISC
3132,FOTO MOSTRAR,ORG
3132,BICO,ORG
3132,FINO,ORG
3132,PESSOALMENTE NÃO É,MISC
3132,SUPER CONFORTÁVEL,MISC
3132,MAIS,MISC
3132,PARTE SUPERIOR,MISC
3132,DURA,MISC
3133,GOSTEI,ORG
3133,DA BATEDEIRA,ORG
3133,PRODUTO,ORG
3134,GOSTEI,ORG
3134,DESSA TV,MISC
3134,App play,MISC
3134,Shore,MISC
3135,GOSTEI,ORG
3135,PRODUTO,ORG
3135,RECOMENDO,ORG
3135,ATÉ CURTI,MISC
3135,CARNAVAL,ORG
3135,GOSTO MUITO,MISC
3135,ENTREGA É MUITO RÁPIDA,ORG
3136,GOSTEI,ORG
3136,PRODUTO,ORG
3137,GOSTEI,ORG
3137,PRODUTO,ORG
3137,PRODUTO,ORG
3137,QUALIDADE DE TELA,MISC
3137,RECOMENDO,MISC
3138,GOSTEI,ORG
3138,RÁPIDA,LOC
3138,SEGURANÇA!,MISC
3138,INTERESSANTE,LOC
3139,GOSTEI,ORG
3139,MUITO BOM,MISC
3139,ATENDEU MINHAS EXPECTATIVAS,MISC
3139,RECOMENDO,MISC
3140,GOSTEI,ORG
3141,GOSTEI,ORG
3142,GOSTEI,ORG
3142,Motorola,ORG
3143,GRANDE LIVRO,MISC
3143,LIVRO DE GRANDE QUALIDADE,MISC
3143,VALE MUITO,MISC
3143,A PENA,MISC
3143,ENTREGA,ORG
3143,SUPER RAPIDA,MISC
3145,Galaxy,ORG
3145,Indico,PER
3146,Galaxy J& Prime,ORG
3146,Gostei,LOC
3147,Galaxy ON7,PER
3148,Galaxy S8,PER
3149,Game Fenomenal,MISC
3149,Halo,PER
3150,Garantia,PER
3150,Gigantec,ORG
3150,Maringá,LOC
3151,G5S Plus,MISC
3152,Gato,PER
3152,Capa Case,PER
3152,Película,MISC
3152,C3Tech,PER
3152,Acho,PER
3152,Americanas,LOC
3154,Geladeira,LOC
3155,Geladeira,LOC
3155,internet,MISC
3156,MOBCOMESTORE!,MISC
3156,comprei,LOC
3156,MOBCOMESTORE,ORG
3157,Glicosímetro,LOC
3158,God of war,MISC
3158,Pre,LOC
3159,Golpe,MISC
3160,Golpe,MISC
3161,Golpe!,MISC
3161,Tentei,PER
3161,NÃO É AMERICANAS!,MISC
3162,Golpe!!,MISC
3162,GOLPE!,MISC
3162,AMERICANAS,ORG
3166,Gostaram,PER
3166,Dei,PER
3168,Cabo?,LOC
3172,Goste,LOC
3172,Gostei,LOC
3173,Gostei,LOC
3174,Gostei !,MISC
3175,Gostei,LOC
3175,Pequenos,LOC
3175,Gostei,LOC
3175,Pequenos,LOC
3176,Gostei,LOC
3176,Ótimo,LOC
3176,Gostei,LOC
3177,Gostei,LOC
3178,Gostei,LOC
3178,Gostei,ORG
3179,Gostei,LOC
3179,Globo,ORG
3180,Gostei,LOC
3181,Gostei,LOC
3182,Gostei,LOC
3182,Adorei,PER
3183,Gostei,LOC
3184,Gostei,LOC
3185,Gostei,LOC
3186,Gostei,LOC
3187,Gostei,LOC
3188,Gostei,LOC
3189,Gostei,LOC
3190,Gostei,LOC
3190,Correios,LOC
3191,Gostei,LOC
3191,Chupeta,LOC
3192,Gostei,LOC
3192,Comprei,LOC
3193,Gostei,LOC
3194,Gostei,LOC
3195,Gostei,LOC
3196,Gostei,LOC
3197,Gostei,LOC
3197,Arlei Veloso,PER
3198,Gostei,LOC
3199,Gostei,LOC
3200,Gostei,LOC
3200,Gostei,LOC
3201,Gostei,LOC
3202,Gostei,LOC
3202,Gostei,LOC
3203,Gostei,LOC
3203,Gostei,LOC
3204,Gostei,LOC
3204,Gostei,LOC
3205,Gostei,LOC
3205,Gostei,LOC
3206,Gostei,LOC
3206,Gostei,LOC
3206,Gostei,LOC
3207,Gostei,LOC
3207,Gostei,LOC
3207,Super,MISC
3208,Gostei,LOC
3208,Gostei,LOC
3209,Gostei,LOC
3209,Gostei,LOC
3210,Gostei,LOC
3211,Gostei,LOC
3212,Gostei,LOC
3213,Gostei,LOC
3214,Gostei Muito,LOC
3214,Gusto,PER
3215,Gostei Muito,PER
3216,Gostei,LOC
3217,Gostei Muito,PER
3218,Gostei,LOC
3219,Gostei,LOC
3220,Gostei,LOC
3220,Custo,PER
3221,Gostei,LOC
3222,Gostei,LOC
3223,Gostei,LOC
3224,Gostei,LOC
3224,Preço,PER
3225,Gostei,LOC
3226,Gostei,LOC
3227,Gostei,LOC
3228,Gostei,LOC
3228,Natal,MISC
3228,Novo,MISC
3229,Gostei,LOC
3230,Gostei,LOC
3231,Gostei,LOC
3232,Gostei,LOC
3233,Gostei,LOC
3234,Gostei,LOC
3235,Gostei,LOC
3236,Gostei,LOC
3236,Recomendo!,MISC
3237,Gostei,LOC
3237,Recomendo,ORG
3238,Gostei,LOC
3238,Recomendo,LOC
3239,Gostei,LOC
3240,Gostei,LOC
3240,Super,MISC
3241,Gostei,LOC
3241,Americanas,LOC
3242,Gostei,LOC
3242,Internet,MISC
3243,Gostei,LOC
3244,Gostei,LOC
3245,Gostei,LOC
3245,adorei,PER
3246,Gostei,LOC
3246,usei,PER
3247,Gostei,LOC
3248,Gostei,LOC
3249,Gostei,LOC
3250,Gostei,LOC
3251,Gostei,LOC
3251,Nao,MISC
3252,Gostei,LOC
3253,Gostei,ORG
3254,Gostei,LOC
3255,Gostei,LOC
3255,Aprovadíssimo,PER
3256,Gostei,LOC
3257,Pretendia,LOC
3258,Gostei,LOC
3258,Produto,LOC
3258,Gela,LOC
3258,Situações,LOC
3258,doctor,MISC
3259,Gostei da TV,PER
3260,Gostei,LOC
3261,Gostei,LOC
3261,Vale,LOC
3264,Gostei,LOC
3264,Bike,ORG
3265,Gostei,LOC
3266,Gostei,LOC
3267,Gostei,LOC
3268,Gostei do Produto,LOC
3268,Comprei o Mixer Cadence,MISC
3268,Amei,PER
3269,Gostei do Produto,LOC
3270,Gostei do Produto,LOC
3273,Gostei,LOC
3274,Gostei,LOC
3274,Gostei,LOC
3274,custo beneficio,PER
3275,Gostei,LOC
3276,Gostei,LOC
3277,Gostei,LOC
3278,Gostei,LOC
3278,Adorei o Kit,PER
3279,Gostei,LOC
3279,confirmo,LOC
3280,Gostei,LOC
3280,Gostei,LOC
3281,Gostei,LOC
3282,Gostei,LOC
3283,Gostei,LOC
3283,Boas,PER
3284,Gostei,LOC
3285,Gostei,LOC
3286,Gostei,LOC
3287,Gostei,LOC
3288,Gostei,LOC
3289,Gostei,LOC
3289,Cadeira,PER
3290,Gostei,LOC
3291,Gostei,LOC
3292,Gostei,LOC
3292,Custo,PER
3293,Gostei,LOC
3293,Aspirador,PER
3294,Gostei,LOC
3294,Comecei,PER
3295,Gostei,LOC
3296,Gostei,LOC
3297,Gostei,LOC
3297,Maravilhoso,LOC
3298,Gostei,LOC
3299,Gostei,LOC
3299,Recomendo,PER
3300,Gostei,LOC
3301,Gostei,LOC
3302,Gostei,LOC
3303,Gostei,LOC
3304,Gostei,LOC
3305,Gostei,LOC
3305,Fácil,PER
3306,Gostei,LOC
3306,Waldir,PER
3307,Gostei,LOC
3307,Gostei,PER
3308,Gostei,LOC
3308,Gostei,PER
3309,Gostei,LOC
3309,Gostei,PER
3309,Brastemp,LOC
3310,Gostei,LOC
3310,Gostei,PER
3311,Gostei,LOC
3312,Gostei,LOC
3313,Gostei,LOC
3314,Gostei,LOC
3315,Gostei,LOC
3315,Fui,PER
3316,Gostei,LOC
3317,Gostei,LOC
3318,Gostei,LOC
3319,Gostei,LOC
3320,Gostei,LOC
3321,Gostei,LOC
3322,Gostei,LOC
3323,Gostei,LOC
3324,Gostei,LOC
3325,Gostei,LOC
3326,Gostei,LOC
3327,Gostei,LOC
3328,Gostei,LOC
3329,Gostei,LOC
3330,Gostei,LOC
3331,Gostei,LOC
3332,Gostei,LOC
3332,Super,MISC
3333,Gostei,LOC
3334,Gostei,LOC
3334,Vale,LOC
3335,Gostei,LOC
3336,Gostei,LOC
3337,Gostei,LOC
3338,Gostei,LOC
3339,Gostei,LOC
3340,Gostei,LOC
3341,Gostei,LOC
3342,Gostei,LOC
3342,Americanas,LOC
3343,Gostei,LOC
3344,Gostei,LOC
3345,Gostei,LOC
3346,Gostei,LOC
3347,Gostei,LOC
3348,Gostei,LOC
3349,Gostei,LOC
3350,Gostei,LOC
3351,Gostei,LOC
3351,custo beneficio,PER
3352,Gostei,LOC
3353,Gostei,LOC
3353,Tamanho,PER
3354,Gostei,LOC
3354,Creme,MISC
3355,Gostei,LOC
