doc_id,pattern,n_matches,sentiment_label,category_lv1_clean,brand_clean
2102,defeito_funcionamento,1,negativo,Eletroportáteis,electrolux
2103,entrega_logistica,2,negativo,Alimentos e Bebidas,não informado
2104,entrega_logistica,2,misto,Móveis,não informado
2104,qualidade_produto,2,misto,Móveis,não informado
2104,atendimento_suporte,2,misto,Móveis,não informado
2105,defeito_funcionamento,3,negativo,Eletroportáteis,oster
2105,preco_valor,1,negativo,Eletroportáteis,oster
2106,entrega_logistica,3,negativo,Saúde,não informado
2107,entrega_logistica,1,negativo,Malas e Acessórios,não informado
2107,defeito_funcionamento,1,negativo,Malas e Acessórios,não informado
2108,entrega_logistica,1,negativo,Moda,piccadilly
2108,atendimento_suporte,1,negativo,Moda,piccadilly
2109,entrega_logistica,1,negativo,Casa e Construção,não informado
2110,entrega_logistica,1,negativo,Móveis,não informado
2110,defeito_funcionamento,1,negativo,Móveis,não informado
2111,defeito_funcionamento,1,negativo,"Cama, Mesa e Banho",não informado
2111,qualidade_produto,1,negativo,"Cama, Mesa e Banho",não informado
2111,anuncio_descricao,3,negativo,"Cama, Mesa e Banho",não informado
2112,defeito_funcionamento,1,negativo,Casa e Construção,não informado
2112,qualidade_produto,2,negativo,Casa e Construção,não informado
2112,anuncio_descricao,1,negativo,Casa e Construção,não informado
2113,defeito_funcionamento,1,negativo,Informática,não informado
2113,anuncio_descricao,1,negativo,Informática,não informado
2114,qualidade_produto,4,negativo,Moda,não informado
2115,entrega_logistica,5,misto,Celulares e Smartphones,não informado
2115,preco_valor,1,misto,Celulares e Smartphones,não informado
2117,preco_valor,1,negativo,Esporte e Lazer,mor
2117,atendimento_suporte,1,negativo,Esporte e Lazer,mor
2118,qualidade_produto,1,misto,Relógios,não informado
2121,anuncio_descricao,1,negativo,Brinquedos,brink+
2123,entrega_logistica,2,misto,Informática,não informado
2123,anuncio_descricao,1,misto,Informática,não informado
2124,entrega_logistica,1,negativo,Celulares e Smartphones,motorola
2125,qualidade_produto,2,negativo,Livros,não informado
2125,anuncio_descricao,1,negativo,Livros,não informado
2126,entrega_logistica,1,negativo,TV e Home Theater,não informado
2126,defeito_funcionamento,1,negativo,TV e Home Theater,não informado
2126,anuncio_descricao,1,negativo,TV e Home Theater,não informado
2127,entrega_logistica,1,negativo,TV e Home Theater,samsung
2128,entrega_logistica,3,negativo,Celulares e Smartphones,samsung
2130,entrega_logistica,1,negativo,Malas e Acessórios,não informado
2131,entrega_logistica,2,negativo,Celulares e Smartphones,não informado
2132,qualidade_produto,1,misto,Relógios,não informado
2132,preco_valor,1,misto,Relógios,não informado
2133,entrega_logistica,1,negativo,Utilidades Domésticas,não informado
2134,entrega_logistica,1,negativo,Informática,não informado
2134,defeito_funcionamento,1,negativo,Informática,não informado
2135,qualidade_produto,2,negativo,Celulares e Smartphones,não informado
2136,qualidade_produto,2,misto,Móveis,não informado
2138,preco_valor,1,negativo,Eletroportáteis,não informado
2139,defeito_funcionamento,2,negativo,TV e Home Theater,não informado
2140,defeito_funcionamento,2,negativo,Beleza e Perfumaria,não informado
2141,defeito_funcionamento,2,misto,Instrumentos Musicais,não informado
2142,defeito_funcionamento,2,negativo,Casa e Construção,bestway
2143,defeito_funcionamento,1,negativo,Celulares e Smartphones,não informado
2144,defeito_funcionamento,3,negativo,Celulares e Smartphones,não informado
2145,defeito_funcionamento,1,negativo,Esporte e Lazer,não informado
2146,defeito_funcionamento,2,negativo,Ar-condicionado e Aquecedores,não informado
2147,defeito_funcionamento,2,negativo,"Cama, Mesa e Banho",não informado
2147,atendimento_suporte,1,negativo,"Cama, Mesa e Banho",não informado
2148,defeito_funcionamento,3,negativo,Eletroportáteis,philco
2149,entrega_logistica,1,negativo,Utilidades Domésticas,não informado
2149,defeito_funcionamento,3,negativo,Utilidades Domésticas,não informado
2149,preco_valor,1,negativo,Utilidades Domésticas,não informado
2150,entrega_logistica,1,negativo,Relógios,casio
2150,defeito_funcionamento,3,negativo,Relógios,casio
2150,atendimento_suporte,1,negativo,Relógios,casio
2151,defeito_funcionamento,3,negativo,Instrumentos Musicais,não informado
2152,entrega_logistica,1,negativo,TV e Home Theater,não informado
2152,defeito_funcionamento,2,negativo,TV e Home Theater,não informado
2152,qualidade_produto,1,negativo,TV e Home Theater,não informado
2152,anuncio_descricao,1,negativo,TV e Home Theater,não informado
2153,defeito_funcionamento,3,negativo,Esporte e Lazer,não informado
2154,defeito_funcionamento,1,negativo,Utilidades Domésticas,não informado
2154,atendimento_suporte,1,negativo,Utilidades Domésticas,não informado
2155,entrega_logistica,1,negativo,Livros,não informado
2156,defeito_funcionamento,2,negativo,TV e Home Theater,semp toshiba
2159,qualidade_produto,2,misto,TV e Home Theater,não informado
2160,preco_valor,1,misto,Eletroportáteis,cadence
2161,entrega_logistica,3,misto,Eletroportáteis,não informado
2161,defeito_funcionamento,1,misto,Eletroportáteis,não informado
2162,qualidade_produto,2,misto,Utilidades Domésticas,não informado
2163,defeito_funcionamento,1,negativo,Papelaria,não informado
2164,defeito_funcionamento,4,misto,Casa e Construção,não informado
2165,qualidade_produto,1,negativo,TV e Home Theater,não informado
2165,preco_valor,1,negativo,TV e Home Theater,não informado
2166,qualidade_produto,1,negativo,Eletrodomésticos,arno
2168,entrega_logistica,1,negativo,Saúde,não informado
2168,defeito_funcionamento,1,negativo,Saúde,não informado
2168,atendimento_suporte,1,negativo,Saúde,não informado
2169,entrega_logistica,1,negativo,Celulares e Smartphones,motorola
2170,entrega_logistica,1,misto,TV e Home Theater,não informado
2170,defeito_funcionamento,1,misto,TV e Home Theater,não informado
2172,entrega_logistica,5,negativo,Móveis,at.home
2173,entrega_logistica,2,negativo,Eletrodomésticos,electrolux
2174,entrega_logistica,2,negativo,Relógios,não informado
2175,entrega_logistica,4,misto,Móveis,não informado
2176,entrega_logistica,2,negativo,Wearable,não informado
2177,entrega_logistica,2,misto,Celulares e Smartphones,lg
2177,qualidade_produto,1,misto,Celulares e Smartphones,lg
2178,entrega_logistica,3,negativo,Brinquedos,não informado
2179,entrega_logistica,2,misto,Suplementos e Vitaminas,não informado
2179,qualidade_produto,1,misto,Suplementos e Vitaminas,não informado
2180,entrega_logistica,1,negativo,Celulares e Smartphones,não informado
2181,entrega_logistica,3,negativo,Móveis,não informado
2182,entrega_logistica,3,negativo,Bebês,não informado
2183,entrega_logistica,4,negativo,Games,não informado
2184,entrega_logistica,3,negativo,Eletroportáteis,philco
2184,defeito_funcionamento,1,negativo,Eletroportáteis,philco
2185,entrega_logistica,3,negativo,Móveis,linea brasil
2186,entrega_logistica,3,negativo,Brinquedos,não informado
2187,entrega_logistica,4,negativo,Suplementos e Vitaminas,não informado
2187,anuncio_descricao,1,negativo,Suplementos e Vitaminas,não informado
2188,entrega_logistica,4,misto,Saúde,não informado
2188,qualidade_produto,1,misto,Saúde,não informado
2189,entrega_logistica,3,negativo,Beleza e Perfumaria,não informado
2190,entrega_logistica,5,misto,Celulares e Smartphones,não informado
2190,qualidade_produto,1,misto,Celulares e Smartphones,não informado
2191,entrega_logistica,6,negativo,Móveis,não informado
2192,entrega_logistica,4,negativo,Móveis,politorno
2193,entrega_logistica,1,negativo,Brinquedos,não informado
2194,entrega_logistica,2,negativo,Ferramentas e Jardim,não informado
2197,entrega_logistica,1,positivo,Eletroportáteis,philco
2198,defeito_funcionamento,1,positivo,Informática e Acessórios,logitech
2198,qualidade_produto,1,positivo,Informática e Acessórios,logitech
2199,entrega_logistica,1,positivo,TV e Home Theater,lg
2200,entrega_logistica,1,negativo,Eletrodomésticos,electrolux
2201,qualidade_produto,1,positivo,Beleza e Perfumaria,não informado
2202,defeito_funcionamento,2,negativo,Bebês,não informado
2202,anuncio_descricao,1,negativo,Bebês,não informado
2203,defeito_funcionamento,3,negativo,Automotivo,bravox
2204,defeito_funcionamento,1,misto,Sinalização e Segurança,não informado
2205,defeito_funcionamento,2,negativo,Automotivo,não informado
2206,entrega_logistica,2,negativo,Games,não informado
2206,defeito_funcionamento,1,negativo,Games,não informado
2206,atendimento_suporte,1,negativo,Games,não informado
2207,entrega_logistica,6,negativo,Câmeras e Filmadoras,sony
2207,defeito_funcionamento,1,negativo,Câmeras e Filmadoras,sony
2207,atendimento_suporte,3,negativo,Câmeras e Filmadoras,sony
2208,entrega_logistica,3,negativo,Utilidades Domésticas,não informado
2209,entrega_logistica,1,negativo,Celulares e Smartphones,lg
2210,entrega_logistica,2,negativo,Games,não informado
2210,anuncio_descricao,1,negativo,Games,não informado
2211,entrega_logistica,2,negativo,Casa e Construção,não informado
2212,anuncio_descricao,2,negativo,Móveis,não informado
2213,qualidade_produto,1,negativo,Decoração,não informado
2213,anuncio_descricao,1,negativo,Decoração,não informado
2214,entrega_logistica,2,negativo,Informática e Acessórios,não informado
2217,qualidade_produto,2,positivo,Casa e Construção,não informado
2218,qualidade_produto,1,misto,Informática,não informado
2219,qualidade_produto,4,misto,Celulares e Smartphones,samsung
2219,anuncio_descricao,1,misto,Celulares e Smartphones,samsung
2220,defeito_funcionamento,1,negativo,Eletroportáteis,philco
2221,defeito_funcionamento,4,negativo,TV e Home Theater,philips
2221,qualidade_produto,1,negativo,TV e Home Theater,philips
2222,atendimento_suporte,1,negativo,Celulares e Smartphones,samsung
2223,entrega_logistica,1,misto,Saúde,não informado
2224,entrega_logistica,3,negativo,Móveis,não informado
2226,entrega_logistica,1,negativo,Moda,não informado
2226,anuncio_descricao,1,negativo,Moda,não informado
2227,entrega_logistica,1,neutro,Móveis,não informado
2227,qualidade_produto,1,neutro,Móveis,não informado
2228,anuncio_descricao,1,negativo,"Cama, Mesa e Banho",não informado
2229,defeito_funcionamento,2,negativo,Casa e Construção,não informado
2229,qualidade_produto,1,negativo,Casa e Construção,não informado
2230,defeito_funcionamento,1,misto,Informática,não informado
2230,qualidade_produto,1,misto,Informática,não informado
2230,atendimento_suporte,1,misto,Informática,não informado
2231,entrega_logistica,1,negativo,Celulares e Smartphones,não informado
2231,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
2232,defeito_funcionamento,1,negativo,Esporte e Lazer,não informado
2232,atendimento_suporte,3,negativo,Esporte e Lazer,não informado
2233,defeito_funcionamento,3,negativo,Games,warner bros games
2233,atendimento_suporte,1,negativo,Games,warner bros games
2235,qualidade_produto,1,positivo,Livros,não informado
2236,anuncio_descricao,3,negativo,Brinquedos,não informado
2237,defeito_funcionamento,1,negativo,Informática,não informado
2237,qualidade_produto,1,negativo,Informática,não informado
2237,anuncio_descricao,3,negativo,Informática,não informado
2240,entrega_logistica,1,negativo,Móveis,não informado
2242,entrega_logistica,2,negativo,Brinquedos,não informado
2242,qualidade_produto,1,negativo,Brinquedos,não informado
2243,anuncio_descricao,1,neutro,Esporte e Lazer,não informado
2244,anuncio_descricao,1,negativo,Móveis,imperio estofados
2246,defeito_funcionamento,2,negativo,Informática e Acessórios,multilaser
2246,preco_valor,1,negativo,Informática e Acessórios,multilaser
2247,entrega_logistica,1,negativo,Wearable,não informado
2248,entrega_logistica,1,misto,Celulares e Smartphones,asus
2248,qualidade_produto,1,misto,Celulares e Smartphones,asus
2250,qualidade_produto,1,negativo,Eletroportáteis,não informado
2251,defeito_funcionamento,2,misto,Celulares e Smartphones,não informado
2251,qualidade_produto,1,misto,Celulares e Smartphones,não informado
2253,entrega_logistica,1,positivo,Filmes e Séries,não informado
2253,qualidade_produto,2,positivo,Filmes e Séries,não informado
2253,atendimento_suporte,1,positivo,Filmes e Séries,não informado
2255,qualidade_produto,3,positivo,Eletroportáteis,philips
2255,preco_valor,1,positivo,Eletroportáteis,philips
2257,defeito_funcionamento,1,misto,Games,não informado
2261,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
2262,preco_valor,1,negativo,Móveis,não informado
2264,entrega_logistica,1,misto,Celulares e Smartphones,não informado
2264,anuncio_descricao,2,misto,Celulares e Smartphones,não informado
2266,qualidade_produto,2,positivo,Informática e Acessórios,multilaser
2269,anuncio_descricao,1,neutro,Bebês,não informado
2270,atendimento_suporte,1,neutro,Celulares e Smartphones,não informado
2272,anuncio_descricao,1,neutro,Celulares e Smartphones,não informado
2273,anuncio_descricao,1,neutro,"Cama, Mesa e Banho",não informado
2275,anuncio_descricao,1,neutro,Móveis,não informado
2276,qualidade_produto,1,neutro,Casa e Construção,não informado
2280,anuncio_descricao,1,neutro,Esporte e Lazer,não informado
2282,anuncio_descricao,1,neutro,Suplementos e Vitaminas,não informado
2283,preco_valor,1,neutro,Celulares e Smartphones,motorola
2285,entrega_logistica,1,negativo,Games,namco bandai games
2286,entrega_logistica,2,positivo,Filmes e Séries,não informado
2287,qualidade_produto,1,negativo,Beleza e Perfumaria,philco
2289,qualidade_produto,1,misto,Casa e Construção,não informado
2289,atendimento_suporte,1,misto,Casa e Construção,não informado
2289,anuncio_descricao,1,misto,Casa e Construção,não informado
2293,qualidade_produto,1,neutro,TV e Home Theater,não informado
2293,atendimento_suporte,2,neutro,TV e Home Theater,não informado
2294,qualidade_produto,2,misto,Automotivo,não informado
2295,preco_valor,1,neutro,Celulares e Smartphones,não informado
2305,preco_valor,1,neutro,Automotivo,não informado
2306,preco_valor,1,neutro,Automotivo,não informado
2308,qualidade_produto,3,misto,Instrumentos Musicais,não informado
2310,qualidade_produto,1,neutro,Móveis,não informado
2317,preco_valor,1,neutro,Áudio,não informado
2319,defeito_funcionamento,1,neutro,Automotivo,não informado
2322,qualidade_produto,3,misto,Bebês,não informado
2322,preco_valor,1,misto,Bebês,não informado
2323,qualidade_produto,1,misto,Áudio,philco
2324,qualidade_produto,1,positivo,Beleza e Perfumaria,não informado
2325,qualidade_produto,1,negativo,Móveis,não informado
2326,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
2326,preco_valor,1,positivo,Celulares e Smartphones,não informado
2327,entrega_logistica,2,positivo,Automotivo,não informado
2327,qualidade_produto,2,positivo,Automotivo,não informado
2328,entrega_logistica,1,misto,Utilidades Domésticas,não informado
2329,entrega_logistica,1,negativo,Beleza e Perfumaria,não informado
2329,anuncio_descricao,1,negativo,Beleza e Perfumaria,não informado
2330,defeito_funcionamento,1,negativo,Utilidades Domésticas,não informado
2330,atendimento_suporte,1,negativo,Utilidades Domésticas,não informado
2331,entrega_logistica,1,misto,Suplementos e Vitaminas,não informado
2331,qualidade_produto,1,misto,Suplementos e Vitaminas,não informado
2331,preco_valor,1,misto,Suplementos e Vitaminas,não informado
2332,entrega_logistica,1,negativo,Brinquedos,estrela
2332,anuncio_descricao,1,negativo,Brinquedos,estrela
2333,entrega_logistica,5,negativo,Eletrodomésticos,não informado
2334,entrega_logistica,6,negativo,Esporte e Lazer,dream
2334,qualidade_produto,1,negativo,Esporte e Lazer,dream
2335,entrega_logistica,2,misto,Celulares e Smartphones,samsung
2336,entrega_logistica,2,negativo,Suplementos e Vitaminas,não informado
2336,defeito_funcionamento,1,negativo,Suplementos e Vitaminas,não informado
2336,atendimento_suporte,3,negativo,Suplementos e Vitaminas,não informado
2337,entrega_logistica,3,negativo,Celulares e Smartphones,não informado
2337,defeito_funcionamento,2,negativo,Celulares e Smartphones,não informado
2337,atendimento_suporte,2,negativo,Celulares e Smartphones,não informado
2337,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
2338,entrega_logistica,1,negativo,Celulares e Smartphones,não informado
2338,qualidade_produto,1,negativo,Celulares e Smartphones,não informado
2339,entrega_logistica,2,negativo,Automotivo,não informado
2339,qualidade_produto,1,negativo,Automotivo,não informado
2339,atendimento_suporte,2,negativo,Automotivo,não informado
2340,entrega_logistica,1,negativo,Utilidades Domésticas,não informado
2340,qualidade_produto,1,negativo,Utilidades Domésticas,não informado
2342,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
2343,entrega_logistica,4,negativo,Celulares e Smartphones,não informado
2344,defeito_funcionamento,1,misto,Celulares e Smartphones,motorola
2344,qualidade_produto,2,misto,Celulares e Smartphones,motorola
2345,qualidade_produto,3,positivo,Celulares e Smartphones,samsung
2346,qualidade_produto,1,positivo,Automotivo,não informado
2347,qualidade_produto,1,positivo,Informática,não informado
2347,atendimento_suporte,1,positivo,Informática,não informado
2348,qualidade_produto,1,positivo,Eletrodomésticos,não informado
2349,entrega_logistica,2,positivo,Livros,não informado
2349,qualidade_produto,2,positivo,Livros,não informado
2350,qualidade_produto,2,positivo,Eletrodomésticos,não informado
2351,qualidade_produto,2,positivo,Música,não informado
2352,qualidade_produto,3,positivo,Saúde,não informado
2353,qualidade_produto,1,misto,TV e Home Theater,não informado
2354,qualidade_produto,2,positivo,Celulares e Smartphones,não informado
2354,preco_valor,2,positivo,Celulares e Smartphones,não informado
2355,qualidade_produto,3,positivo,Eletrodomésticos,electrolux
2356,entrega_logistica,2,positivo,Informática,samsung
2356,qualidade_produto,3,positivo,Informática,samsung
2356,preco_valor,1,positivo,Informática,samsung
2357,entrega_logistica,1,positivo,Livros,não informado
2357,qualidade_produto,3,positivo,Livros,não informado
2358,entrega_logistica,1,positivo,Utilidades Domésticas,incasa
2358,qualidade_produto,1,positivo,Utilidades Domésticas,incasa
2359,entrega_logistica,2,positivo,Eletroportáteis,não informado
2359,qualidade_produto,3,positivo,Eletroportáteis,não informado
2359,preco_valor,1,positivo,Eletroportáteis,não informado
2360,qualidade_produto,1,positivo,TV e Home Theater,não informado
2361,qualidade_produto,4,positivo,Filmes e Séries,não informado
2362,entrega_logistica,1,positivo,Casa e Construção,não informado
2362,qualidade_produto,2,positivo,Casa e Construção,não informado
2363,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
2363,qualidade_produto,2,positivo,Celulares e Smartphones,não informado
2363,atendimento_suporte,1,positivo,Celulares e Smartphones,não informado
2364,qualidade_produto,4,misto,Saúde,premium
2364,preco_valor,1,misto,Saúde,premium
2365,qualidade_produto,1,negativo,Brinquedos,não informado
2365,preco_valor,1,negativo,Brinquedos,não informado
2367,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
2367,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
2367,atendimento_suporte,1,positivo,Celulares e Smartphones,não informado
2369,qualidade_produto,1,positivo,Automotivo,não informado
2369,anuncio_descricao,1,positivo,Automotivo,não informado
2370,qualidade_produto,1,positivo,Beleza e Perfumaria,taiff
2371,qualidade_produto,1,positivo,Bebês,fisher price
2371,preco_valor,1,positivo,Bebês,fisher price
2372,entrega_logistica,2,misto,TV e Home Theater,não informado
2372,qualidade_produto,1,misto,TV e Home Theater,não informado
2372,atendimento_suporte,1,misto,TV e Home Theater,não informado
2374,entrega_logistica,2,neutro,Brinquedos,não informado
2375,defeito_funcionamento,2,negativo,Celulares e Smartphones,não informado
2376,anuncio_descricao,3,negativo,Celulares e Smartphones,não informado
2377,qualidade_produto,1,negativo,Celulares e Smartphones,não informado
2377,preco_valor,1,negativo,Celulares e Smartphones,não informado
2377,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
2381,entrega_logistica,1,positivo,Câmeras e Filmadoras,não informado
2381,qualidade_produto,2,positivo,Câmeras e Filmadoras,não informado
2382,qualidade_produto,4,positivo,Celulares e Smartphones,não informado
2384,atendimento_suporte,1,positivo,Celulares e Smartphones,não informado
2387,entrega_logistica,1,negativo,TV e Home Theater,não informado
2388,entrega_logistica,3,negativo,Móveis,não informado
2391,defeito_funcionamento,1,negativo,Eletroportáteis,mondial
2392,qualidade_produto,1,positivo,Suplementos e Vitaminas,não informado
2394,entrega_logistica,1,misto,Beleza e Perfumaria,não informado
2394,defeito_funcionamento,3,misto,Beleza e Perfumaria,não informado
2395,entrega_logistica,2,negativo,Livros,não informado
2396,entrega_logistica,1,positivo,Livros,não informado
2397,qualidade_produto,2,negativo,Livros,não informado
2398,preco_valor,1,negativo,Móveis,não informado
2398,atendimento_suporte,1,negativo,Móveis,não informado
2399,entrega_logistica,1,negativo,Beleza e Perfumaria,não informado
2399,defeito_funcionamento,1,negativo,Beleza e Perfumaria,não informado
2399,qualidade_produto,1,negativo,Beleza e Perfumaria,não informado
2399,preco_valor,1,negativo,Beleza e Perfumaria,não informado
2400,entrega_logistica,1,negativo,Utilidades Domésticas,at.home
2402,entrega_logistica,1,negativo,Esporte e Lazer,não informado
2402,qualidade_produto,1,negativo,Esporte e Lazer,não informado
2403,entrega_logistica,1,negativo,Malas e Acessórios,não informado
2404,defeito_funcionamento,1,negativo,Informática e Acessórios,não informado
2404,preco_valor,1,negativo,Informática e Acessórios,não informado
2405,qualidade_produto,2,negativo,Moda,não informado
2406,entrega_logistica,1,negativo,Eletrodomésticos,não informado
2406,qualidade_produto,1,negativo,Eletrodomésticos,não informado
2410,entrega_logistica,1,misto,Informática,não informado
2412,entrega_logistica,2,negativo,Informática,não informado
2417,entrega_logistica,1,negativo,Utilidades Domésticas,at.home
2417,anuncio_descricao,1,negativo,Utilidades Domésticas,at.home
2419,anuncio_descricao,2,neutro,Móveis,não informado
2421,defeito_funcionamento,2,negativo,Informática,não informado
2421,qualidade_produto,1,negativo,Informática,não informado
2421,preco_valor,1,negativo,Informática,não informado
2422,entrega_logistica,3,negativo,Celulares e Smartphones,samsung
2422,preco_valor,1,negativo,Celulares e Smartphones,samsung
2423,entrega_logistica,2,positivo,Brinquedos,mattel
2424,entrega_logistica,1,negativo,Móveis,não informado
2425,entrega_logistica,3,positivo,Esporte e Lazer,não informado
2426,entrega_logistica,1,negativo,Móveis,não informado
2427,entrega_logistica,2,negativo,Móveis,não informado
2428,entrega_logistica,2,positivo,Bebês,dorel brasil
2428,qualidade_produto,1,positivo,Bebês,dorel brasil
2429,entrega_logistica,2,negativo,Ferramentas e Jardim,não informado
2430,entrega_logistica,2,negativo,Beleza e Perfumaria,não informado
2431,entrega_logistica,5,negativo,Móveis,não informado
2431,qualidade_produto,1,negativo,Móveis,não informado
2431,preco_valor,2,negativo,Móveis,não informado
2432,entrega_logistica,1,positivo,Celulares e Smartphones,multilaser
2433,entrega_logistica,3,misto,Alimentos e Bebidas,chivas
2433,qualidade_produto,1,misto,Alimentos e Bebidas,chivas
2433,preco_valor,1,misto,Alimentos e Bebidas,chivas
2434,entrega_logistica,2,positivo,Automotivo,não informado
2434,qualidade_produto,2,positivo,Automotivo,não informado
2435,entrega_logistica,2,misto,TV e Home Theater,não informado
2436,entrega_logistica,4,negativo,Automotivo,pioneer
2437,entrega_logistica,2,misto,Papelaria,não informado
2437,qualidade_produto,1,misto,Papelaria,não informado
2438,entrega_logistica,4,positivo,Eletroportáteis,polar
2438,qualidade_produto,1,positivo,Eletroportáteis,polar
2439,entrega_logistica,4,positivo,Games,não informado
2439,qualidade_produto,1,positivo,Games,não informado
2440,entrega_logistica,5,negativo,Informática e Acessórios,não informado
2441,entrega_logistica,4,negativo,Eletrodomésticos,não informado
2441,preco_valor,1,negativo,Eletrodomésticos,não informado
2442,entrega_logistica,4,negativo,Eletroportáteis,black & decker
2443,entrega_logistica,5,negativo,Eletrodomésticos,tramontina
2444,entrega_logistica,3,negativo,Automotivo,não informado
2445,entrega_logistica,3,misto,Áudio,multilaser
2445,qualidade_produto,1,misto,Áudio,multilaser
2446,entrega_logistica,9,negativo,Informática,não informado
2447,entrega_logistica,3,negativo,Beleza e Perfumaria,ferrari
2447,qualidade_produto,1,negativo,Beleza e Perfumaria,ferrari
2448,entrega_logistica,1,negativo,Filmes e Séries,não informado
2448,anuncio_descricao,1,negativo,Filmes e Séries,não informado
2449,entrega_logistica,1,negativo,Saúde,não informado
2449,anuncio_descricao,2,negativo,Saúde,não informado
2450,entrega_logistica,4,negativo,Beleza e Perfumaria,não informado
2450,defeito_funcionamento,1,negativo,Beleza e Perfumaria,não informado
2450,atendimento_suporte,1,negativo,Beleza e Perfumaria,não informado
2451,entrega_logistica,3,negativo,Brinquedos,hasbro
2452,entrega_logistica,5,negativo,Celulares e Smartphones,não informado
2453,entrega_logistica,3,negativo,Utilidades Domésticas,não informado
2453,defeito_funcionamento,2,negativo,Utilidades Domésticas,não informado
2453,atendimento_suporte,1,negativo,Utilidades Domésticas,não informado
2454,entrega_logistica,3,positivo,Games,não informado
2454,qualidade_produto,1,positivo,Games,não informado
2455,entrega_logistica,4,positivo,Brinquedos,hasbro
2456,entrega_logistica,2,misto,Informática,dell
2457,entrega_logistica,4,positivo,Móveis,não informado
2458,entrega_logistica,5,negativo,Móveis,não informado
2458,qualidade_produto,2,negativo,Móveis,não informado
2458,anuncio_descricao,1,negativo,Móveis,não informado
2459,entrega_logistica,2,negativo,Brinquedos,não informado
2459,anuncio_descricao,1,negativo,Brinquedos,não informado
2460,entrega_logistica,1,negativo,Suplementos e Vitaminas,não informado
2460,qualidade_produto,2,negativo,Suplementos e Vitaminas,não informado
2460,atendimento_suporte,3,negativo,Suplementos e Vitaminas,não informado
2460,anuncio_descricao,1,negativo,Suplementos e Vitaminas,não informado
2461,entrega_logistica,9,negativo,Celulares e Smartphones,não informado
2462,entrega_logistica,4,negativo,Games,não informado
2462,qualidade_produto,3,negativo,Games,não informado
2463,entrega_logistica,3,negativo,Celulares e Smartphones,não informado
2463,defeito_funcionamento,1,negativo,Celulares e Smartphones,não informado
2463,qualidade_produto,1,negativo,Celulares e Smartphones,não informado
2463,preco_valor,1,negativo,Celulares e Smartphones,não informado
2464,entrega_logistica,2,negativo,Informática e Acessórios,não informado
2465,entrega_logistica,2,negativo,Ferramentas e Jardim,sparta
2466,entrega_logistica,4,negativo,Games,ubisoft
2467,entrega_logistica,5,negativo,Celulares e Smartphones,não informado
2467,qualidade_produto,1,negativo,Celulares e Smartphones,não informado
2467,atendimento_suporte,1,negativo,Celulares e Smartphones,não informado
2468,entrega_logistica,1,negativo,Eletroportáteis,britania
2469,entrega_logistica,1,negativo,Livros,não informado
2470,entrega_logistica,1,positivo,"Cama, Mesa e Banho",não informado
2470,qualidade_produto,1,positivo,"Cama, Mesa e Banho",não informado
2471,entrega_logistica,2,misto,Utilidades Domésticas,não informado
2471,qualidade_produto,1,misto,Utilidades Domésticas,não informado
2472,entrega_logistica,4,positivo,Games,square enix
2473,entrega_logistica,2,misto,Decoração,não informado
2473,defeito_funcionamento,1,misto,Decoração,não informado
2474,entrega_logistica,2,negativo,Móveis,não informado
2474,qualidade_produto,1,negativo,Móveis,não informado
2475,entrega_logistica,1,positivo,Bebês,não informado
2475,anuncio_descricao,1,positivo,Bebês,não informado
2476,entrega_logistica,4,positivo,Bebês,não informado
2477,entrega_logistica,2,positivo,Utilidades Domésticas,não informado
2477,qualidade_produto,1,positivo,Utilidades Domésticas,não informado
2477,atendimento_suporte,1,positivo,Utilidades Domésticas,não informado
2478,entrega_logistica,3,positivo,Eletrodomésticos,electrolux
2478,preco_valor,1,positivo,Eletrodomésticos,electrolux
2479,entrega_logistica,2,positivo,Livros,não informado
2479,qualidade_produto,1,positivo,Livros,não informado
2479,preco_valor,1,positivo,Livros,não informado
2480,entrega_logistica,2,positivo,Eletroportáteis,arno
2481,entrega_logistica,2,positivo,Esporte e Lazer,não informado
2481,qualidade_produto,1,positivo,Esporte e Lazer,não informado
2481,preco_valor,1,positivo,Esporte e Lazer,não informado
2482,entrega_logistica,1,misto,Brinquedos,candide
2483,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
2483,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
2484,entrega_logistica,2,positivo,Informática,não informado
2484,qualidade_produto,2,positivo,Informática,não informado
2485,entrega_logistica,2,positivo,Celulares e Smartphones,samsung
2486,entrega_logistica,4,positivo,Móveis,não informado
2486,qualidade_produto,1,positivo,Móveis,não informado
2487,entrega_logistica,1,positivo,Suplementos e Vitaminas,não informado
2488,entrega_logistica,3,positivo,Celulares e Smartphones,não informado
2489,entrega_logistica,2,positivo,Livros,não informado
2490,entrega_logistica,2,positivo,Câmeras e Filmadoras,não informado
2491,entrega_logistica,3,negativo,Informática e Acessórios,não informado
